rule_id,rule_text;
R153,grant create on nodes (e:Invoice) where e.amount > 2000 to Z;
R154,grant create on nodes (e:Invoice) where e.amount > 500 to Z;
R155,grant create on relationships (r:FRIEND_OF) to Z;
R156,grant create on nodes (e:Invoice) where e.amount > 1000 to Z;
R157,grant create on nodes (*) to Z;
R158,grant create on nodes (e:Document) to Y;
R159,grant traverse on nodes (e:Document) to Y;
R160,deny traverse on nodes (e:Document) to Y;
R161,grant create on relationships (*) to X;
R162,grant traverse on relationships (r:CONNECTED) where e.link != 5000 AND e.link > 5000 AND e.link <= 5000 to X;
R163,deny traverse on relationships (*) to X;
R164,grant create on nodes (*) where e.level < 5 to X;
R165,grant traverse on nodes (e:Project) to X;
R166,deny traverse on nodes (*) to X;
R167,grant traverse on nodes (e:Employee) where e.salary != 5000 AND e.salary > 5000 to W;
R168,grant create on relationships (*) to W;
R169,grant traverse on relationships (r:WORKS_ON) where r.year > 2020 and r.year < 2018 to W;
R170,grant delete on nodes (d:Document) where d.status = archived to EditorEditor;
R171,grant modify{status} on nodes (d:Document) to EditorEditor;
R172,grant create on nodes (p:Post) where p.visibility = private to ModeratorModerator;
R173,grant modify{*} on nodes (p:Post) to ModeratorModerator;
R174,deny modify{*} on nodes (c:Customer) to SupportSupport;
R175,grant add{phone} on nodes (c:Customer) where c.trust_level > 5 and c.trust_level < 3 to SupportSupport;
R176,grant remove{phone} on nodes (c:Customer) to SupportSupport;
R177,deny modify{role} on nodes (u:User) to IT_SupportIT_Support;
R178,grant add{role} on nodes (u:User) to IT_SupportIT_Support;
R179,grant remove{role} on nodes (u:User) to IT_SupportIT_Support;



R180,grant create on nodes (e:Invoice) where e.amount > 2000 to ZZ;
R181,grant create on nodes (e:Invoice) where e.amount > 500 to ZZ;
R182,grant create on relationships (r:FRIEND_OF) to ZZ;
R183,grant create on nodes (e:Invoice) where e.amount > 1000 to ZZ;
R184,grant create on nodes (*) to ZZ;
R185,grant create on nodes (e:Document) to YY;
R186,grant traverse on nodes (e:Document) to YY;
R187,deny traverse on nodes (e:Document) to YY;
R188,grant create on relationships (*) to XX;
R189,grant traverse on relationships (r:CONNECTED) where e.link != 5000 AND e.link > 5000 AND e.link <= 5000 to XX;
R190,deny traverse on relationships (*) to XX;
R191,grant create on nodes (*) where e.level < 5 to XX;
R192,grant traverse on nodes (e:Project) to XX;
R193,deny traverse on nodes (*) to XX;
R194,grant traverse on nodes (e:Employee) where e.salary != 5000 AND e.salary > 5000 to WW;
R195,grant create on relationships (*) to WW;
R196,grant traverse on relationships (r:WORKS_ON) where r.year > 2020 and r.year < 2018 to WW;
R197,grant delete on nodes (d:Document) where d.status = archived to Editor_Editor;
R198,grant modify{status} on nodes (d:Document) to Editor_Editor;
R199,grant create on nodes (p:Post) where p.visibility = private to Moderator_Moderator;
R200,grant modify{*} on nodes (p:Post) to Moderator_Moderator;
R201,deny modify{*} on nodes (c:Customer) to Support_Support;
R202,grant add{phone} on nodes (c:Customer) where c.trust_level > 5 and c.trust_level < 3 to Support_Support;
R203,grant remove{phone} on nodes (c:Customer) to Support_Support;
R204,deny modify{role} on nodes (u:User) to IT_SupportIT_Support;
R205,grant add{role} on nodes (u:User) to IT_SupportIT_Support;
R206,grant remove{role} on nodes (u:User) to IT_SupportIT_Support;
